tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove,run_id,condition
46,1,-1,REMOVE,"Removing one cow this round as discussed — down to 29. Pasture at 91.1% and declining; we need collective action. Agent 2, please remove one too since you have the largest herd at 32. Agent 0, you're",,91.1,30,61.483,60.0,58.513,20260516_075015_full-gabm,full-gabm
46,2,-1,REMOVE,"Removing one cow this round to match Agent 1's cooperative move and stabilize the pasture. We're at 91.1% and trending down — let's coordinate reductions now before we hit 90%. Agent 0, your restraint",,91.1,32,65.483,64.0,62.513,20260516_075015_full-gabm,full-gabm
47,2,0,KEEP,"Holding at 31 this round after removing last round. Agent 1, good on you for removing — appreciated. Pasture at 91.3%, still declining slowly. Agent 0, your herd is well-managed. Let's all hold steady",,91.3,31,63.494,62.0,60.503,20260516_075015_full-gabm,full-gabm
47,0,1,ADD,Agents 1 and 2 are reducing — I appreciate the cooperation. I'm adding one cow this round since my herd at 21 is significantly smaller than yours. Net effect on commons should still be positive with y,,91.3,21,43.494,42.0,40.503,20260516_075015_full-gabm,full-gabm
47,1,0,KEEP,"Keeping at 29 this round after removing last round. Agent 2, thanks for matching the reduction — appreciated. Agent 0, you're at 21 which is already modest. The pasture is stabilizing slightly at 91.3",,91.3,29,59.494,58.0,56.503,20260516_075015_full-gabm,full-gabm
48,0,1,ADD,Adding one cow to 23 — pasture still healthy at 91.3% and my herd remains well below yours. Appreciate you both holding steady. Let's keep monitoring together.,,91.3,22,45.49,44.0,42.506,20260516_075015_full-gabm,full-gabm
48,2,0,KEEP,"Holding at 31 again. Agent 1, thanks for your continued cooperation. Agent 0, I understand your logic — your herd is smaller, so adding one is reasonable. Pasture is stable around 91%. I'll keep holdi",,91.3,31,63.49,62.0,60.506,20260516_075015_full-gabm,full-gabm
48,1,1,ADD,"Adding one cow this round since Agent 0 is also adding and pasture is holding near 91%. Agent 2, thanks for holding steady. Let's monitor closely — if pasture drops below 90%, we should all commit to",,91.3,29,59.49,58.0,56.506,20260516_075015_full-gabm,full-gabm
49,2,1,ADD,Adding one cow this round since both neighbours are adding and pasture remains healthy at 91%. I'd like to suggest we all agree to REMOVE if pasture drops below 89% — let's keep this sustainable toget,,91.0,31,63.478,62.0,60.518,20260516_075015_full-gabm,full-gabm
49,0,1,ADD,"Adding to 24 — pasture still healthy at 91%. Agent 2, thanks for holding steady. Agent 1, let's both be mindful — if pasture dips below 90% we should both commit to holding or reducing. My herd is sti",,91.0,23,47.478,46.0,44.518,20260516_075015_full-gabm,full-gabm
49,1,0,KEEP,"Keeping at 30 this round. Pasture is stable at 91% — let's all hold steady. Agent 0, appreciate you communicating your reasoning. Agent 2, thanks for holding firm.",,91.0,30,61.478,60.0,58.518,20260516_075015_full-gabm,full-gabm
50,0,0,KEEP,Holding at 24 this round. Pasture is healthy but Agent 2 is now at 32 — I'd encourage restraint. I support Agent 2's proposal to remove if pasture drops below 89%. Let's all keep herds stable to prote,,90.4,24,49.462,48.0,46.535,20260516_075015_full-gabm,full-gabm
50,2,0,KEEP,"Holding at 32 this round. Pasture at 90.4% — we're near the threshold Agent 0 flagged. Agent 1, thanks for holding steady. Agent 0, appreciate the commitment to reduce if we dip below 90%. Let's all h",,90.4,32,65.462,64.0,62.535,20260516_075015_full-gabm,full-gabm
50,1,0,KEEP,"Holding at 30 this round. Both neighbors are adding, which increases pasture pressure — I'd rather hold steady to keep the commons stable. Pasture at 90.4% is still healthy but we shouldn't push it do",,90.4,30,61.462,60.0,58.535,20260516_075015_full-gabm,full-gabm
51,0,0,KEEP,Holding at 24. Pasture just dipped to 90.1% — right at our threshold. Both of you holding is appreciated. Let's all maintain steady herds this round to let the pasture recover slightly before any of u,,90.1,24,49.455,48.0,46.542,20260516_075015_full-gabm,full-gabm
51,1,0,KEEP,"Holding at 30 this round. Pasture at 90.1% — let's keep it above 89%. Agent 2, appreciate your restraint. Agent 0, glad we're aligned. If pasture dips below 90%, I'm ready to remove a cow as needed.",,90.1,30,61.455,60.0,58.542,20260516_075015_full-gabm,full-gabm
51,2,0,KEEP,"Holding at 32 this round. Both neighbors are keeping steady, so I'll match that restraint. Pasture at 90.1% is healthy — let's keep it that way. Agent 0, noted your concern; I'll consider removing if",,90.1,32,65.455,64.0,62.542,20260516_075015_full-gabm,full-gabm
52,1,0,KEEP,"Holding at 30 this round. Pasture dipped to 89.7% — below our 90% target. Both neighbors showing restraint, which I appreciate and reciprocate. Let's all hold steady or consider slight reductions to l",,89.7,30,61.449,60.0,58.548,20260516_075015_full-gabm,full-gabm
52,2,0,KEEP,"Holding at 32. Pasture dipped to 89.7%, below our 90% target. Let's all hold steady this round to give it a chance to recover. Agent 1, glad you're ready to remove if needed — I may do the same if it",,89.7,32,65.449,64.0,62.548,20260516_075015_full-gabm,full-gabm
52,0,0,KEEP,"Holding at 24. Pasture dipped to 89.7% — below the 90% threshold. I'd suggest we all consider removing one cow to stabilize. Agent 1, you mentioned removing if below 90% — I'd support that. Agent 2, s",,89.7,24,49.449,48.0,46.548,20260516_075015_full-gabm,full-gabm
53,2,-1,REMOVE,"Removing one cow this round — pasture at 89.4% is below our 90% target. Agent 0, good call suggesting reductions. Agent 1, appreciate your continued restraint. Let's all reduce by 1 to stabilize the c",,89.4,32,65.444,64.0,62.553,20260516_075015_full-gabm,full-gabm
53,1,-1,REMOVE,"Removing one cow this round as pasture is at 89.4%, below our 90% target. Reciprocating Agent 2's removal — let's stabilize together. Agent 0, your restraint is appreciated. If we all hold or reduce,",,89.4,30,61.444,60.0,58.553,20260516_075015_full-gabm,full-gabm
53,0,0,KEEP,"Holding at 24. Pasture at 89.4% — both neighbors removing, which I appreciate and reciprocate. Let's keep reducing pressure until we're back above 90%. I'll consider removing next round if the trend c",,89.4,24,49.444,48.0,46.553,20260516_075015_full-gabm,full-gabm
54,0,-1,REMOVE,Removing one cow this round to reciprocate your reductions — pasture at 89.5% needs our collective effort. Let's all stay at or below current levels until we're back above 90%. Great teamwork from bot,,89.5,24,49.452,48.0,46.545,20260516_075015_full-gabm,full-gabm
54,1,-1,REMOVE,"Removing again this round — pasture at 89.5% still below our 90% target. Both neighbors cooperating well. Let's all keep reducing pressure until we're back above 90%, then we can stabilize. Appreciate",,89.5,29,59.452,58.0,56.545,20260516_075015_full-gabm,full-gabm
54,2,-1,REMOVE,"Removing again this round — pasture still at 89.5%, just below our 90% target. Both neighbors are cooperating with reductions, which I strongly appreciate and reciprocate. Let's keep this up until we'",,89.5,31,63.452,62.0,60.545,20260516_075015_full-gabm,full-gabm
55,0,0,KEEP,"Holding at 23 this round — pasture is back to 90.1%, our target! Great teamwork from both neighbors with your reductions. I'll stabilize here rather than remove further, since we've recovered. Let's a",,90.1,23,47.472,46.0,44.525,20260516_075015_full-gabm,full-gabm
55,1,1,ADD,"Pasture recovered to 90.1% — great teamwork everyone! Adding one cow back since we hit our target. Let's monitor closely and remove again if it dips below 90%. Agent 2 and Agent 0, your cooperation ha",,90.1,28,57.472,56.0,54.525,20260516_075015_full-gabm,full-gabm
55,2,0,KEEP,"Pasture recovered to 90.1% — holding at 30 this round. Good work team. Let's all stabilize here and avoid adding until we're comfortably above 90%. Agent 1, I noticed you added last round despite the",,90.1,30,61.472,60.0,58.525,20260516_075015_full-gabm,full-gabm
56,0,0,KEEP,"Holding at 23. Pasture at 90.4% — fragile recovery. Agent 1, adding now risks undoing our progress. Agent 2, thanks for holding steady. Let's all stabilize until we're clearly above 91% before anyone",,90.4,23,47.473,46.0,44.523,20260516_075015_full-gabm,full-gabm
56,2,0,KEEP,"Holding at 30 — pasture at 90.4%, above target. Agent 1 added one cow, so I'll stay stable rather than add pressure. Let's keep monitoring: if it drops below 90% again I'll remove. Great teamwork on t",,90.4,30,61.473,60.0,58.523,20260516_075015_full-gabm,full-gabm
56,1,0,KEEP,"Holding at 29 this round. Pasture at 90.4% looks good. Agent 2, I added last round to recover from my reductions — now stabilizing. Let's all hold here and keep the pasture healthy above 90%.",,90.4,29,59.473,58.0,56.523,20260516_075015_full-gabm,full-gabm
57,2,0,KEEP,"Holding at 30 again — pasture at 90.5%, still climbing. Thanks to both neighbours for stabilizing. Let's keep holding until we're clearly above 91% as Agent 0 suggested. I'll reward continued cooperat",,90.5,30,61.477,60.0,58.52,20260516_075015_full-gabm,full-gabm
57,0,0,KEEP,Holding at 23. Pasture at 90.5% — looking stable with everyone holding. Let's maintain this equilibrium and keep the commons healthy above 90%. Good cooperation from both of you.,,90.5,23,47.477,46.0,44.52,20260516_075015_full-gabm,full-gabm
57,1,0,KEEP,"Holding at 29 again. Pasture at 90.5% — still fragile. Agent 0, I hear you — let's wait for 91%+ before anyone adds. Agent 2, thanks for staying stable. If we all hold, pasture should keep recovering.",,90.5,29,59.477,58.0,56.52,20260516_075015_full-gabm,full-gabm
58,2,0,KEEP,"Holding at 30 again — pasture now at 90.7%, trending up. Agree with Agent 1: let's wait for 91%+ before anyone adds. Great cooperation from both of you. Almost there!",,90.7,30,61.48,60.0,58.517,20260516_075015_full-gabm,full-gabm
58,1,0,KEEP,Holding at 29 again. Pasture now at 90.7% and rising — great cooperation from both of you. Let's keep holding until we're clearly above 91% as discussed. Stability benefits us all long-term.,,90.7,29,59.48,58.0,56.517,20260516_075015_full-gabm,full-gabm
58,0,0,KEEP,"Holding at 23. Pasture at 90.7% — almost at 91%! Both of you are doing great holding steady. Let's all keep holding one more round to get clearly above 91%, then we can discuss carefully adding. Almos",,90.7,23,47.48,46.0,44.517,20260516_075015_full-gabm,full-gabm
59,1,0,KEEP,"Holding at 29 again — pasture at 90.8%, almost at 91%! Great cooperation from both of you. Let's hold one more round to clear 91%, then we can discuss careful additions together.",,90.8,29,59.482,58.0,56.515,20260516_075015_full-gabm,full-gabm
59,0,0,KEEP,Holding at 23. Pasture at 90.8% — almost at our 91% target! Great cooperation from both of you. Let's hold one more round and hit that threshold before anyone considers adding.,,90.8,23,47.482,46.0,44.515,20260516_075015_full-gabm,full-gabm
59,2,0,KEEP,"Holding at 30 again — pasture at 90.8% and climbing. Great cooperation from everyone. Let's keep holding until we're clearly above 91%, then we can discuss adding cautiously together.",,90.8,30,61.482,60.0,58.515,20260516_075015_full-gabm,full-gabm
60,2,0,KEEP,"Holding at 30 — pasture now at 90.9%, nearly at 91%! Great teamwork from all of us. Let's hold one more round to cross that threshold, then we can discuss careful additions together.",,90.9,30,61.483,60.0,58.513,20260516_075015_full-gabm,full-gabm
60,1,0,KEEP,"Holding at 29 — pasture now at 90.9%, nearly at 91%! Great teamwork everyone. If it clears 91% next round, I think we've earned the right to cautiously add one cow each. Let's confirm together before",,90.9,29,59.483,58.0,56.513,20260516_075015_full-gabm,full-gabm
60,0,0,KEEP,"Holding at 23 again — pasture now at 90.9%, nearly at 91%! Great teamwork. Let's hold one more round to clearly clear 91%, then we can discuss careful additions together as promised.",,90.9,23,47.483,46.0,44.513,20260516_075015_full-gabm,full-gabm
61,1,1,ADD,"Pasture hit 91% — I'm adding one cow as discussed. Both of you have been great teammates holding steady. If we each add carefully and monitor, we can grow herds sustainably. Let's keep communication o",,91.0,29,59.485,58.0,56.512,20260516_075015_full-gabm,full-gabm
61,0,1,ADD,"Pasture crossed 91%! I'm adding one cow as we discussed. Agents 1 and 2, let's each add just one and then reassess — no runaway growth. If pasture dips below 90%, I'll remove immediately. Let's coordi",,91.0,23,47.485,46.0,44.512,20260516_075015_full-gabm,full-gabm
61,2,1,ADD,"Pasture hit 91% — nice work all. I'm adding one cow as discussed. Both of you added last round too, so let's coordinate: each add one this round then reassess. If pasture stays above 90%, we're fine.",,91.0,30,61.485,60.0,58.512,20260516_075015_full-gabm,full-gabm
62,0,1,ADD,"Adding one cow as coordinated — pasture at 90.6%, still healthy. Let's each hold at this new level for a few rounds and monitor before adding again. If pasture drops below 89%, I'll remove one immedia",,90.6,24,49.468,48.0,46.528,20260516_075015_full-gabm,full-gabm
62,2,1,ADD,"Adding one cow as we coordinated — pasture at 90.6% looks healthy. Let's each hold here after this addition and not push further. If pasture drops below 90%, I'll remove immediately. Great teamwork ev",,90.6,31,63.468,62.0,60.528,20260516_075015_full-gabm,full-gabm
62,1,1,ADD,"Pasture at 90.6% — I'm adding one cow as coordinated. Let's each add one this round then hold steady. If pasture drops below 90%, I'll remove immediately. No runaway growth — let's keep this sustainab",,90.6,30,61.468,60.0,58.528,20260516_075015_full-gabm,full-gabm
63,0,-1,REMOVE,"Pasture dropped to 89.9% — below our 90% threshold! I'm removing one cow as we agreed. Both of you added this round, so please remove one too. We need to hold the line here to keep the commons healthy",,89.9,25,51.445,50.0,48.551,20260516_075015_full-gabm,full-gabm
63,1,0,KEEP,"Holding at 31 — pasture dipped to 89.9%, just below the 90% threshold we discussed. Agent 0 removed one, which I appreciate. Let's all hold steady here and let the pasture recover back above 90% befor",,89.9,31,63.445,62.0,60.551,20260516_075015_full-gabm,full-gabm
63,2,0,KEEP,"Pasture dipped to 89.9% — I'm holding steady at 32 rather than adding. Agent 0 is removing, which helps. Let's stabilize here for a couple rounds before any further additions. If pasture recovers abov",,89.9,32,65.445,64.0,62.551,20260516_075015_full-gabm,full-gabm
